SUAS_IDENT	SECTOR	NOTE_TYPE	NOTE_NBR	REMARKS	CYCLE_DATE
FBR10		CONTROLLING AGENCY	1	PPR	200010
FBR11		CONTROLLING AGENCY	1	PPR	200010
FBR12		CONTROLLING AGENCY	1	PPR	200010
FBR13		CONTROLLING AGENCY	1	PPR	200010
FBR14		CONTROLLING AGENCY	1	PPR	200010
FBR15		CONTROLLING AGENCY	1	PPR	200010
FBR24		CONTROLLING AGENCY	1	PPR	200010
FKP3		EFFECTIVE ALTITUDE	1	To 33,000 AGL by NOTAM.	200007
FKR10		EFFECTIVE TIMES	1	By Yaounde Twr.	199911
FKR11		EFFECTIVE TIMES	1	By Garoua Twr.	200010
FKR12		EFFECTIVE TIMES	1	By Garoua Twr.	200010
FKR9		EFFECTIVE TIMES	1	By Yaounde Twr.	199911
FMD 23		GENERAL	1	Proh dur act.	200011
FMD10		GENERAL	1	Proh dur act.	200011
FMD11		GENERAL	1	Proh dur act.	200011
FMD12		GENERAL	1	Proh dur act.	200011
FMD13		GENERAL	1	Proh dur act.	200011
FMD14		GENERAL	1	Proh dur act.	200011
FMD15		GENERAL	1	Proh dur act.	200011
FMD16		GENERAL	1	Proh dur act.	200011
FMD17 1		GENERAL	1	Proh dur act.	200011
FMD19		GENERAL	1	Proh dur act.	200011
FMD19(A)		GENERAL	1	Proh dur act.	200011
FMD19(B)		GENERAL	1	Proh dur act.	200207
FMD21		GENERAL	1	Proh dur act.	200011
FMD22		GENERAL	1	Proh dur act.	200011
FMD23		EFFECTIVE TIMES	1	Sat-Sun and hol by NOTAM.	200206
FMD7		GENERAL	1	Proh dur act.	200011
FMD8		GENERAL	1	Proh dur act.	200011
FMD9		GENERAL	1	Proh dur act.	200011
FMR18		GENERAL	1	Area reserved for Antananarivo Aeroclub Acft.	200207
FMR27(A)		GENERAL	1	Ovft proh to all acft.	200207
FMR27(B)		GENERAL	1	Ovft proh to all acft.	200207
FMR27(C)		GENERAL	1	Ovft proh to all acft.	200207
FMR27(D)		GENERAL	1	Ovft proh to all acft.	200207
FMR27(E)		GENERAL	1	Ovft proh to all acft.	200207
FMR28		GENERAL	1	Area reserved for Antananarivo Aeroclub Acft.	200207
FMR29(A)		GENERAL	1	Ovft proh to all acft.	200207
FMR29(B)		GENERAL	1	Ovft proh to all acft.	200207
FMR30		GENERAL	1	Ovft proh to all acft.	200207
FMR31		GENERAL	1	Ovft blw FL50 is proh.	200011
FMR32		GENERAL	1	Ovft proh to acft not registered in MA.	200011
FMR33		GENERAL	1	Ovft proh to acft not registered in MA.	200011
FMR34		GENERAL	1	Ovft proh to acft not registered in MA.	200011
FMR35		GENERAL	1	Ovft proh to acft not registered in MA.	200011
FMR36		GENERAL	1	Ovft proh to acft not registered in MA.	200011
FMR37		GENERAL	1	Ovft proh to acft not registered in MA.	200011
FMR39		GENERAL	1	Ovft possible after authorization from Civil Aviation Authority of MA.	200207
FMR40		GENERAL	1	Ovft possible after authorization from Civil Aviation Authority of MA.	200207
FMR41		GENERAL	1	Ovft possible after authorization from Civil Aviation Authority of MA.	200207
FMR42		GENERAL	1	Ovft possible after authorization from Civil Aviation Authority of MA.	200207
FMR43		GENERAL	1	Ovft possible after authorization from Civil Aviation Authority of MA.	200207
FMR44		GENERAL	1	Ovft possible after authorization from Civil Aviation Authority of MA.	200207
FOD9		EFFECTIVE TIMES	1	TBA by Port Gentil Twr and Libreville Twr.	200010
FOP1		GENERAL	1	Ovft of Islands of Mbagne and Cocotiers is proh.	200010
FOR11		GENERAL	1	Outside the boundaries of the Libreville TCA, radio monitoring mandatory on 118.1 mhz.	200010
FOR12		GENERAL	1	Open to air traffic with prior radio contact with Mvengue APP on 118.2 mhz or 8873 khz.	200010
FOR12		EFFECTIVE ALTITUDE	1	FL 245 to FL500 abv Mvengue TCA.	200010
FVD72A		CONTROLLING AGENCY	1	Obtain clnc fr ATC before entering area.	199911
FVD72B		CONTROLLING AGENCY	1	Obtain clnc fr ATC before entering area.	199911
FVP06		CONTROLLING AGENCY	1	Hq ZI Air Force.	199911
FVP08		CONTROLLING AGENCY	1	PPR FOR CIVIL AIRCRAFT	200008
FVR30		CONTROLLING AGENCY	1	PPR from ACC Harare or Thornhill ATC	200201
FVR31		CONTROLLING AGENCY	1	PPR from ACC Harare or Thornhill ATC	200108
FVR32		CONTROLLING AGENCY	1	PPR from ACC Harare or Thornhill ATC	200108
FVR41		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR42		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR43		CONTROLLING AGENCY	1	PPR fr Metetsi Rightholders.	200201
FVR44		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR45		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR46		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR50		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR51		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR53		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR54		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR55		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR56		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR57		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR58		CONTROLLING AGENCY	1	PPR fr Director Natl Parks and Wildlife.	199911
FVR60		CONTROLLING AGENCY	1	PPR fr Police Officer Comdr Harare Province.	199911
FWR3		GENERAL	1	2.0 NM to the NW of Salima Arpt.	200013
FZR10		EFFECTIVE ALTITUDE	1	Ovft proh blw 1000' exc tkof/ldg on arpt lctd in area.	199911
FZR6		EFFECTIVE TIMES	1	Sun, hol 0500-1000Z; ocnl wkend, hol 1300-1600Z.	199911
GCD15		GENERAL	1	Terrestrial firing exercises.	200012
GCD20A		GENERAL	1	Anti-aircraft and surface firing exercises.	200012
GCD20B		GENERAL	1	Anti-aircraft and surface firing exercises.	200012
GCD23		GENERAL	1	Firing exercises.	200012
GCD29		GENERAL	1	Shoreline firing exercises.	200012
GCD3		GENERAL	1	Terrestrial, navy, and air-ground firing exercises.	200012
GCD3		EFFECTIVE ALTITUDE	1	Upper limit extension by NOTAM.	200008
GCD51		GENERAL	1	Shore firing exercises.	200012
GCD53		GENERAL	1	Anti-aircraft firing exercises.	200210
GCD54		GENERAL	1	Shore firing exercises.	200012
GCD73		GENERAL	1	Terrestrial firing exercises.	200012
GCD74		GENERAL	1	Anti-aircraft firing exercises.	200012
GCD75		GENERAL	1	Anti-aircraft firing exercises.	200012
GCD78		GENERAL	1	Parachuting exercises.	200012
GCD79		GENERAL	1	Military aircraft training.	200112
GCD79		EFFECTIVE ALTITUDE	1	Manageable area from FL245 til FL460.	200112
GER11		GENERAL	1	Flights bound for/coming from Melilla A/D (GEML) are permitted.	200205
GOD14		EFFECTIVE TIMES	1	By Dakar Yoff Twr.	199911
GOD17		EFFECTIVE TIMES	1	0700-1200Z, 1400-1800Z, 2000-2400Z Mon-Sat, exc hol.	199911
GQD5		GENERAL	1	Ovflt proh when act.	200011
GQR8		CONTROLLING AGENCY	1	B.P. 5355 Nouakchott fone: (222) 25 85 41; fax: (222) 25 85 42.	200008
GQR9		CONTROLLING AGENCY	1	B.P. 5355 Nouakchott fone: (222) 25 85 41; fax: (222) 25 85 42.	200008
HKD13		CONTROLLING AGENCY	1	Ctc twr 5 min prior to entry and maint flt under VFR.	200206
HKP2		EFFECTIVE TIMES	1	Proh to all acft exc VFR flt to Nanyuki and Mt Kenya Safari Club arpts.	200206
HKP9		GENERAL	1	Civ opr using Nakuru arpt are req to enter and dep area to the south and ctc Nakaru Twr on 118.7 MHz.	200209
HKR10		GENERAL	1	VFR flt opr to aflds in the area must file flt plans addressed to HKNY Nanyuki and incl entry/exit pts and ETA/ETD. Prior to entry obtain clnc on 124.3 or 118.7Mhz from military ATS or Nairobi Center.	200209
HKR12		CONTROLLING AGENCY	1	Civ acft ctc Wajir 10 min prior to entry.	200309
HLR2		EFFECTIVE TIMES	1	Ctc Benghazi CON for status of restrictions.	199911
HLR23		EFFECTIVE TIMES	1	Ctc Benghazi CON for status of restrictions.	199911
HLR24		EFFECTIVE TIMES	1	Ctc Benghazi CON for status of restrictions.	199911
HLR3		EFFECTIVE TIMES	1	Ctc Benghazi CON for status of restrictions.	199911
HLR39A		EFFECTIVE TIMES	1	Ctc Tripoli CON.	199911
HLR52		EFFECTIVE TIMES	1	Ctc Tripoli CON.	199911
HRR2		WEATHER	1	Exc ldg and tkof Gabiro Arpt (01 32S 30 23E).	199911
HSR2		GENERAL	1	Intl flt rstd to pub ATS rtes.	200007
HSR4		GENERAL	1	All flts rstd to pub ATS rtes exc by perms of ACC.	200007
HTR12		CONTROLLING AGENCY	1	PPR 7 days before the flt fr the Chief of Defense Forces, TPDE HQ.	199911
HTR13		CONTROLLING AGENCY	1	PPR 7 days before the flt fr the Chief of Defense Forces, TPDE HQ.	199911
HUD2		GENERAL	1	MILITARY JET FLYING TRAINING AERA	200406
HUD4		GENERAL	1	FIRING RANGE	200406
LCD15		GENERAL	1	Sport parachute jumping and glider flying.	200103
LCD2		EFFECTIVE ALTITUDE	1	Crdr to FL 100.	200007
LCD3		EFFECTIVE ALTITUDE	1	To FL 350 by NOTAM.	199911
LCR25		EFFECTIVE ALTITUDE	1	To 7000'AGL by NOTAM.	200308
LED1		GENERAL	1	Terrestrial firing air-ground firing and bombing exercises.	200012
LED10		GENERAL	1	Terrestrial firing exercises.	200012
LED100		GENERAL	1	Navy helicopter training flights.	200012
LED104		GENERAL	1	Training flights.	200110
LED104		EFFECTIVE TIMES	1	Mon-Fri 0600-2400Z++, exc hol, OT by NOTAM.	200110
LED107		GENERAL	1	Parachuting and dropping exercises.	200012
LED107		EFFECTIVE ALTITUDE	1	To FL 120 by NOTAM.	200009
LED108		GENERAL	1	Paraclub.	200012
LED108		CONTROLLING AGENCY	1	Ctc Castellon Twr 123.25.	199911
LED109		GENERAL	1	Military training area, helicopter school.	200110
LED109		EFFECTIVE TIMES	1	From Granada/Armilla AD (LEGA) opening til Granada AD (LEGR) opening and from Granada AD closing til 3.5 hrs after SS.	200210
LED117		GENERAL	1	Anti-aircraft firing exercises, missile and rocket firing.	200012
LED118		GENERAL	1	Anti-aircraft firing exercises, missile and rocket firing.	200012
LED119		GENERAL	1	Anti-aircraft firing exercises, missile and rocket firing.	200012
LED122		GENERAL	1	Anti-aircraft firing exercises, missile and rocket firing.	200012
LED123		GENERAL	1	Training flights.	200012
LED123		EFFECTIVE TIMES	1	Mon-Thu 0600-2300Z exc hol, Fri 0600-1500Z exc hol.	200008
LED124		GENERAL	1	Manageable area.  Training flights.	200012
LED124		EFFECTIVE TIMES	1	Mon-Thu 0600-2300Z exc hol, Fri 0600-1500Z exc hol.	200008
LED125		GENERAL	1	Test flying and air exercises.	200012
LED126		GENERAL	1	Test flying and air exercises.	200012
LED128		GENERAL	1	Air exercises.	200012
LED128		EFFECTIVE ALTITUDE	1	Lower limit may be extended to sea level. When possible, sector is activated toFL 240.	199911
LED129		GENERAL	1	Anti-aircraft firing exercises, missile and rocket firing.	200012
LED129		EFFECTIVE ALTITUDE	1	When possible, sector is activated to FL 240.	199911
LED130		GENERAL	1	Excludes LED25 and LER117. Military helicopter instruction flights.	200601
LED131		GENERAL	1	Practice and training flights and air exercises.	200012
LED131		EFFECTIVE TIMES	1	Mon-Fri, exc hol, 0600-2400Z++, OT By NOTAM	200009
LED132		GENERAL	1	Practice and training flights and air exercises.	200012
LED132		EFFECTIVE TIMES	1	Mon-Fri, exc hol, 0600-2400Z++, OT By NOTAM	200009
LED133		GENERAL	1	High intensity radiated fields.	200209
LED134		GENERAL	1	Excludes LER101 and LER106. Parachuting club exercises.	200601
LED14		GENERAL	1	Terrestrial firing exercises.	200012
LED17A		GENERAL	1	Military helicopter training flights.	200110
LED17A		CONTROLLING AGENCY	1	123.22 340.6	200110
LED17B		GENERAL	1	Military helicopter training flights.	200110
LED17B		CONTROLLING AGENCY	1	123.22 340.6	200110
LED17C		GENERAL	1	Military helicopter training flights.	200110
LED17C		CONTROLLING AGENCY	1	123.22 340.6	200110
LED19		GENERAL	1	Air exercises and air-air refueling.	200012
LED19		EFFECTIVE TIMES	1	Mon-Fri, exc hol, 0700-1530Z, OT by NOTAM.	200009
LED2		GENERAL	1	Terrestrial and ground-air firing exercises.	200012
LED2		EFFECTIVE TIMES	1	Mon-Fri 0700-1700Z, Wed, Thu 1800-2200Z.	200008
LED21A		GENERAL	1	Manageable area.  Air exercises.	200110
LED21A		EFFECTIVE TIMES	1	Mon-Fri, exc hol; 0730-1530Z++	200110
LED21B		GENERAL	1	Air exercises.	200110
LED21B		EFFECTIVE TIMES	1	Mon-Fri, exc hol; 0730-1530Z++	200110
LED22		GENERAL	1	Navy, anti-aircraft and surface firing exercises.	200012
LED25		GENERAL	1	Military helicopter testing flights.	200210
LED25		EFFECTIVE TIMES	1	SR-SS Mon, Wed, Fri; cont Tue, Thu, exc hol.	200110
LED26		GENERAL	1	Air exercises and air-air firing.	200110
LED26		EFFECTIVE TIMES	1	Mon-Fri,exc hol; 0730-1530Z++, OT by NOTAM	200110
LED27A		GENERAL	1	Military helicopter exercises.	200210
LED27A		CONTROLLING AGENCY	1	126.6  139.3	200210
LED27B		GENERAL	1	Military helicopter exercises.	200110
LED27B		CONTROLLING AGENCY	1	126.6  139.3	200210
LED28		GENERAL	1	Air refueling exercises.	200012
LED35A		GENERAL	1	Air exercises.	200012
LED35B		GENERAL	1	Terrestrial firing exercises.	200012
LED36		GENERAL	1	Terrestrial firing exercises.	200012
LED36		EFFECTIVE TIMES	1	Mon-Fri, exc hol; 0800-1700Z.	200110
LED36		EFFECTIVE ALTITUDE	1	Other vert limits by NOTAM.	200110
LED38		GENERAL	1	Parachute dropping exercises.	200012
LED39		GENERAL	1	Air exercises and air refueling.	200012
LED4		GENERAL	1	Terrestrial firing exercises.	200012
LED4		EFFECTIVE TIMES	1	Mon-Fri 0800-2200Z, exc hol, OT by NOTAM.	200110
LED40		GENERAL	1	Parachute jumping and firing exercises.	200012
LED40		EFFECTIVE TIMES	1	Tue 0800-1600Z, 1900-2400Z; Wed 0000-0200Z, 0800-1600Z; Thu 0800-1600Z, 1900-2400Z; Fri 0000-0200Z, 0800-1400Z.	200008
LED41		GENERAL	1	Parachute jumping and firing exercises.  VHF/UHF/AG com with participating acft.	200111
LED41		EFFECTIVE TIMES	1	Tue 0800-1600Z, 1900-2400Z; Wed 0000-0200Z, 0800-1600Z; Thu 0800-1600Z, 1900-2400Z; Fri 0000-0200Z, 0800-1400Z.	200008
LED42		GENERAL	1	Air-ground firing and bombing exercises.	200012
LED42		EFFECTIVE TIMES	1	Mon-Fri 0700-1530Z, exc hol, OT by NOTAM.	200009
LED45		GENERAL	1	Flying club exercises.	200111
LED46		GENERAL	1	1. Acrobatic flying club exercises SR-SS. 2. Parachuting club exercises Mon SR-1to SS.	200111
LED47A		GENERAL	1	Air exercises.	200012
LED47A		EFFECTIVE TIMES	1	Mon-Fri, exc hol; 0600-1600Z++, OT by NOTAM.	199911
LED47B		GENERAL	1	Air exercises.	200012
LED47B		EFFECTIVE TIMES	1	Mon-Fri, exc hol; 0600-1600Z++, OT by NOTAM.	199911
LED48		GENERAL	1	Flying and parachuting club exercises.	200111
LED50		GENERAL	1	Air-ground firing and bombing exercises.	200111
LED50		EFFECTIVE TIMES	1	Mon-Fri 0700-1530Z, OT by NOTAM.	200111
LED52		GENERAL	1	Glider flights in VMC.	200012
LED55A		GENERAL	1	VFR flight training exercises.	200012
LED55B		GENERAL	1	VFR flight training exercises.	200012
LED56		GENERAL	1	Bomb and parachute dropping exercises.	200103
LED6		GENERAL	1	Terrestrial firing exercises.	200012
LED60		GENERAL	1	Terrestrial firing exercises.	200012
LED61		GENERAL	1	Terrestrial firing exercises.	200012
LED61		EFFECTIVE TIMES	1	1st 14 days per month, no activity; 2nd 14 days per month by NOTAM.	200008
LED65		GENERAL	1	Terrestrial firing exercises.	200111
LED66		GENERAL	1	Terrestrial firing exercises.	200012
LED67		GENERAL	1	Terrestrial firing exercises.	200012
LED69		GENERAL	1	Helicopter training exercises (SAR).	200012
LED7		GENERAL	1	Terrestrial firing exercises.	200012
LED70A		GENERAL	1	Anti-aircraft and firing exercises.	200012
LED70A		EFFECTIVE TIMES	1	Activity announced by NOTAM.	200113
LED70B		GENERAL	1	Anti-aircraft and firing exercises.	200012
LED70B		EFFECTIVE TIMES	1	Activity announced by NOTAM.	200113
LED70C		GENERAL	1	Anti-aircraft and firing exercises.	200012
LED70C		EFFECTIVE TIMES	1	Activity announced by NOTAM.	200113
LED8		GENERAL	1	Terrestrial firing exercises.	200012
LED80		GENERAL	1	Navy suface firing exercises.	200012
LED81		GENERAL	1	Navy anti-aircraft and surface firing exercises.	200012
LED82		GENERAL	1	Navy anti-aircraft and surface firing exercises.	200012
LED83		GENERAL	1	Terrestrial firing exercises.	200012
LED87		GENERAL	1	Parachuting exercises.	200012
LED89A		GENERAL	1	Space Shuttle recovery.  When the area is activated, it may be crossed with Sevilla APP or Moron Twr clearance.	200111
LED89B		GENERAL	1	Space Shuttle recovery.  When the area is activated, it may be crossed with Sevilla APP or Moron Twr clearance.	200111
LED89C		GENERAL	1	Space Shuttle recovery.  When the area is activated, it may be crossed with Sevilla APP or Moron Twr clearance.	200111
LED89D		GENERAL	1	Space shuttle recovery.  When the area is activated, it may be crossed with Sevilla APP or Moron Twr clearance.	200111
LED90A		GENERAL	1	Air-naval firing exercises.	200111
LED90A		EFFECTIVE ALTITUDE	1	Upper limit extended by NOTAM.	200111
LED90B		GENERAL	1	Air-naval firing exercises.	200111
LED90B		EFFECTIVE ALTITUDE	1	Upper limit extended by NOTAM.	200111
LED90C		GENERAL	1	Air-naval firing exercises.	200111
LED90C		EFFECTIVE ALTITUDE	1	Upper limit extended by NOTAM.	200111
LED94		GENERAL	1	Parachuting exercises.  Exercises will be suspended when MADRID/Barajas (LEMD) RWY 18 is in service.	200205
LED94		EFFECTIVE TIMES	1	Mon-Fri 0700-1700Z, Tue 1900-2400Z; Wed 0000-0200Z, 1900-2400Z; Thu 0000-0200Z.	200106
LED95A		GENERAL	1	Space Shuttle recovery.  When the area is activated, it may be crossed with Zaragoza APP/Twr clearance.	200111
LED95B		GENERAL	1	Space Shuttle recovery.  When the area is activated, it may be crossed with Zaragoza APP/Twr clearance.	200111
LED95C		GENERAL	1	Space Shuttle recovery.  When the area is activated, it may be crossed with Zaragoza APP/Twr clearance.	200111
LED95D		GENERAL	1	Space Shuttle recovery.  When the area is activated, it may be crossed with Zaragoza APP/Twr clearance.	200111
LED96		GENERAL	1	Parachuting exercises.	200012
LED96		EFFECTIVE ALTITUDE	1	To 7000' AGL Mon-Thu	200201
LED97A		GENERAL	1	Air exercises.	200012
LED97B		GENERAL	1	School air exercises.	200210
LED97B		EFFECTIVE ALTITUDE	1	Upper limit may be extn to FL340 by NOTAM.	200008
LED97B		EFFECTIVE TIMES	1	Mon-Fri, exc hol 0630-1630Z++ OT by NOTAM.	200009
LED98		GENERAL	1	Training flights.	200012
LED98		EFFECTIVE TIMES	1	Mon-Fri 0700-2200Z, exc hol, OT by NOTAM.	200009
LEP117		EFFECTIVE ALTITUDE	1	To Unltd exc LER49.	199911
LEP118		EFFECTIVE ALTITUDE	1	To 4000' IFR, Unltd VFR	200201
LER101		GENERAL	1	Ecologic zone.  National park.	200012
LER106		GENERAL	1	Ecologic zone.  National park.	200012
LER110		GENERAL	1	Military training area, school helicopters.	200012
LER110		EFFECTIVE TIMES	1	Subject to the real activity of the helicopter school.	200111
LER111		GENERAL	1	Military training area, school helicopters.	200012
LER111		EFFECTIVE TIMES	1	Subject to the real activity of the helicopter school.	200007
LER112		GENERAL	1	National Park.	200601
LER113		GENERAL	1	National Park.	200601
LER114		GENERAL	1	VFR overflight prohibited.	200511
LER115		GENERAL	1	National Park.	200601
LER116		GENERAL	1	National Park.	200601
LER117		GENERAL	1	National Park.	200601
LER12		GENERAL	1	Flights bound for/coming from Ceuta heliport are permitted.	200012
LER30		GENERAL	1	Ecological Area.  Protection and conservation of bird and fauna.	200012
LER43		GENERAL	1	Military aircraft training.	200012
LER49		GENERAL	1	Overflying is prohibited except for civil aircraft arriving or departing from Gibraltar arpt (LXGB), with freq, timetables and types of aircraft that do not infringe the enviroment normally established by the Spanish Government.	200205
LER57		GENERAL	1	Ecologic area.  Migratory bird protection.	200012
LER63		GENERAL	1	Flight and parachuting school.	200012
LER63		EFFECTIVE ALTITUDE	1	Upper limit may be extn to FL340 by NOTAM.	200007
LER63		EFFECTIVE TIMES	1	Mon-Fri, exc hol. 0630-1630Z++. OT by NOTAM	199912
LER71A		GENERAL	1	SALAMANCA/Matacan Air Base (LESA) and SENASA training flights.	200205
LER71B		GENERAL	1	SALAMANCA/Matacan Air Base (LESA) and SENASA training flights.	200205
LER71C		GENERAL	1	SALAMANCA/Matacan Air Base (LESA) and SENASA training flights.	200205
LER76E		GENERAL	1	Aircraft with IFR flight plan and destination A Coruna airport (LECO)are authorized to enter the area.	200205
LER76W		GENERAL	1	Aircraft with IFR flight plan and destination A Coruna airport (LECO) are authorized to enter the area.	200205
LER77		GENERAL	1	Aircraft with IFR flight plan, destination Murcia/San Javier airport (LELC) andin radio contact with Twr are authorized to enter the area.	200304
LER86A		GENERAL	1	Training flights.  To overfly the area, request clearance from Badajoz TWR.  Allair activity within the area is prohibited to all types of aircraft not carrying radio communication equipment to establish radio contact with Badajoz TWR.	200012
