SUAS_IDENT	SECTOR	TYPE	NAME	ICAO	CON_AGCY	LOC_HDATUM	WGS_DATUM	COMM_NAME	FREQ1	FREQ2	LEVEL	UPPER_ALT	LOWER_ALT	EFF_TIMES	WX	CYCLE_DATE	EFF_DATE
HUD4		D	GULU	HUEC	ENTEBBE TOWER	ARF	WGE				L	010000AMSL	GND	0500-1530Z	VMC	200112	03 Feb 94
HUD5		D	MPIGI	HUEC	ENTEBBE TOWER	ARF	WGE	ENTEBBE TWR	118.1   M		L	008000AMSL	GND	MON-FRI 0500-1400Z	VFR	200406	03 Feb 94
HUD9		D		HUEC	ENTEBBE TWR	ARF	WGE	ENTEBBE TWR	118.1   M		B	030000AMSL	07000AMSL	BY NOTAM	VMC-IMC	200506	15 Apr 04
HUP1		P	ENTEBBE STATE HOUSE	HUHU	DGAC	ARF	WGE				B	UNLTD	GND	CONT	VMC-IMC	200406	09 May 85
HUP6		P	NAKASERO STATE HOUSE	HUEC	DGAC	ARF	WGE				B	UNLTD	GND	CONT	VMC-IMC	200406	01 Jan 04
HUP7		P	ENTEBBE STATE HOUSE	HUEC	ENTEBBE TWR	ARF	WGE				B	UNLTD	GND	CONT.	VMC-IMC	200406	19 Oct 00
LAD1		D		LAAA	TIRANA ACC	WGE	WGE	TIRANA CONTROL	127.5   M		B	FL330	GND	BY NOTAM	VMC-IMC	200502	02 Dec 99
LBD101		D		LB	ATC	WGE	WGE				L	023700AMSL	GND	DURING HAIL, BY ATC.	VMC-IMC	200410	25 Jan 01
LBD102		D		LB	ATC	WGE	WGE				L	023700AMSL	GND	DURING HAIL, BY ATC.	VMC-IMC	200410	25 Jan 01
LBD103		D		LB	ATC	WGE	WGE				L	023700AMSL	GND	DURING HAIL, BY ATC.	VMC-IMC	200410	25 Jan 01
LBD104		D		LB	ATC	WGE	WGE				L	023700AMSL	GND	DURING HAIL, BY ATC.	VMC-IMC	200410	25 Jan 01
LBD105		D		LB	ATC	WGE	WGE				L	023700AMSL	GND	DURING HAIL, BY ATC.	VMC-IMC	200410	25 Jan 01
LBD106		D		LB	ATC	WGE	WGE				L	023700AMSL	GND	DURING HAIL, BY ATC.	VMC-IMC	200410	25 Jan 01
LBD107		D		LB	ATC	WGE	WGE				L	023700AMSL	GND	DURING HAIL, BY ATC.	VMC-IMC	200410	25 Jan 01
LBD108		D		LB	ATC	WGE	WGE				L	023700AMSL	GND	DURING HAIL, BY ATC.	VMC-IMC	200410	25 Jan 01
LBD109		D		LB	ATC	WGE	WGE				L	023700AMSL	GND	DURING HAIL, BY ATC.	VMC-IMC	200410	25 Jan 01
LBD110		D		LB	ATC	WGE	WGE				L	023700AMSL	GND	DURING HAIL, BY ATC.	VMC-IMC	200410	25 Jan 01
LBD201		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD202		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD203		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD204		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD205		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD206		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD207		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD208		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD209		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD210		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD211		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD212		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD213		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD214		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD215		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD216		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD217		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD218		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD219		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD220		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD221		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD222		D		LB	ATC	WGE	WGE				L	009900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD223		D		LB	ATC	WGE	WGE				L	010500AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD224		D		LB	ATC	WGE	WGE				L	010500AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD225		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD226		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD227		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD228		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD229		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD230		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD231		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD232		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD233		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD234		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD235		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD236		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD237		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD238		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD239		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD240		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD241		D		LB	ATC	WGE	WGE				L	013200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD242		D		LB	ATC	WGE	WGE				L	018100AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD243		D		LB	ATC	WGE	WGE				L	019200AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD301		D		LB	ATC	WGE	WGE				B	026300AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD302		D		LB	ATC	WGE	WGE				B	026300AMSL	GND	PUBLISHED IN DAILY AIRSPACE USE PLAN	VMC-IMC	200410	25 Jan 01
LBD303		D		LB	ATC	WGE	WGE				B	029600AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD304		D		LB	ATC	WGE	WGE				B	032900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD305		D		LB	ATC	WGE	WGE				B	032900AMSL	GND	PUBLISHED IN DAILY AIRSPACE USE PLAN	VMC-IMC	200410	25 Jan 01
LBD306		D		LB	ATC	WGE	WGE				B	032900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD307		D		LB	ATC	WGE	WGE				B	032900AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD308		D		LB	ATC	WGE	WGE				B	037800AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD309		D		LB	ATC	WGE	WGE				B	037800AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD310		D		LB	ATC	WGE	WGE				B	039400AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD311		D		LB	ATC	WGE	WGE				B	049300AMSL	GND	PUBLISHED IN DAILY AIRSPACE USE PLAN	VMC-IMC	200410	25 Jan 01
LBD312		D		LB	ATC	WGE	WGE				B	131300AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD313		D		LB	ATC	WGE	WGE				B	131300AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBD314		D		LB	ATC	WGE	WGE				B	131300AMSL	GND	BY NOTAM	VMC-IMC	200410	25 Jan 01
LBP001		P		LB	ATC	WGE	WGE				L	008100AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP002		P		LB	ATC	WGE	WGE				L	016500AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP003		P		LB	ATC	WGE	WGE				L	006600AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP004		P		LB	ATC	WGE	WGE				L	009600AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP005		P		LB	ATC	WGE	WGE				L	006600AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP006		P		LB	ATC	WGE	WGE				L	009600AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP007		P		LB	ATC	WGE	WGE				L	009600AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP008		P		LB	ATC	WGE	WGE				L	009600AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP009		P		LB	ATC	WGE	WGE				L	009600AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP010		P		LB	ATC	WGE	WGE				L	009600AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP011		P		LB	ATC	WGE	WGE				L	006600AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP012		P		LB	ATC	WGE	WGE				L	009600AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP013		P		LB	ATC	WGE	WGE				L	009600AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP014		P		LB	ATC	WGE	WGE				L	004000AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP015		P		LB	ATC	WGE	WGE				L	004000AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP016		P		LB	ATC	WGE	WGE				L	004000AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP017		P		LB	ATC	WGE	WGE				L	004000AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBP018		P		LB	ATC	WGE	WGE				L	004000AMSL	GND	CONT	VMC-IMC	200410	25 Jan 01
LBTSA1		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	134.100 M	131.1   M	H	FL460	FL250	MON-FRI 0500-1300Z++	VMC-IMC	200602	25 Jan 01
LBTSA11		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	122.7   M	123.7   M	L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA12		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	134.100 M	130.150 M	L	FL200	GND	MON-FRI 0500-1300Z++	VMC-IMC	200602	25 Jan 01
LBTSA13		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA APPROACH	123.7   M		L	FL135	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA14		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA APPROACH	123.7   M		L	FL200	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA2		T		LBWN	SOFIA VARNA ACC	WGE	WGE	SOFIA VARNA CONTROL	134.100 M	132.95  M	H	FL460	FL250	MON-FRI 0500-1300Z++	VMC-IMC	200602	25 Jan 01
LBTSA21		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	130.150 M	129.1   M	L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200602	25 Jan 01
LBTSA2A		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	129.1   M	130.150 M	H	FL460	FL250	MON-FRI 0500-1300Z++	VMC-IMC	200602	25 Jan 01
LBTSA3		T		LBWN	VARNA ACC	WGE	WGE	VARNA CONTROL	132.95  M	134.7   M	H	FL460	FL250	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA31		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	134.100 M	130.150 M	L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200602	25 Jan 01
LBTSA32		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	134.100 M	130.150 M	L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200602	25 Jan 01
LBTSA33		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	129.1   M		L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA34		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	129.1   M		L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA35		T		LBWN	SOFIA VARNA ACC	WGE	WGE	SOFIA VARNA CONTROL	129.1   M	134.7   M	L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA36		T		LBWN	VARNA ACC	WGE	WGE	VARNA CONTROL	134.7   M		L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA37		T		LBWN	VARNA ACC	WGE	WGE	VARNA CONTROL	134.7   M		L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA3A		T		LBWN	VARNA ACC	WGE	WGE	VARNA CONTROL	132.95  M	134.7   M	H	FL460	FL250	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA4		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	134.100 M	131.1   M	H	FL460	FL250	MON-FRI 0500-1300Z++	VMC-IMC	200602	25 Jan 01
LBTSA41		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	129.1   M	134.100 M	L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200602	25 Jan 01
LBTSA42		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	129.1   M	134.100 M	L	FL135	GND	MON-FRI 0500-1300Z++	VMC-IMC	200602	25 Jan 01
LBTSA43		T		LBSF	SOFIA ACC	WGE	WGE	SOFIA CONTROL	134.100 M	130.150 M	L	FL140	GND	MON-FRI 0500-1300Z++	VMC-IMC	200602	18 May 01
LBTSA51		T		LBWN	VARNA ACC	WGE	WGE	VARNA CONTROL	132.95  M		L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA52		T		LBWN	VARNA ACC	WGE	WGE	VARNA CONTROL	132.95  M		L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA53		T		LBWN	VARNA ACC	WGE	WGE	VARNA CONTROL	132.95  M		L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA54		T		LBWN	VARNA ACC	WGE	WGE	VARNA CONTROL	134.7   M		L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LBTSA55		T		LBWN	VARNA ACC	WGE	WGE	VARNA CONTROL	134.7   M		L	FL230	GND	MON-FRI 0500-1300Z++	VMC-IMC	200410	25 Jan 01
LCD1		D	AKAMAS	LCCC		WGE	WGE				B	FL550	SURFACE	BY NOTAM	VMC-IMC	200308	22 Mar 79
LCD10		D	AKROTIRI	LCCC		WGE	WGE				B	FL300	SURFACE	BY NOTAM	VMC-IMC	200308	22 Mar 79
LCD11		D	AKROTIRI	LCCC		WGE	WGE				L	001000AGL	SURFACE	CONT	VMC-IMC	200308	31 May 90
LCD13		D	PAPHOS	LCCC		WGE	WGE				B	FL600	FL100	BY NOTAM	VMC-IMC	200308	09 Aug 01
LCD15		D	KINGSFIELD	LCCC		WGE	WGE				L	010000AGL	GND	DAYS	VMC	200308	20 Dec 84
LCD2		D	EPISKOPI BAY	LCCC		WGE	WGE				B	FL750	SURFACE	BY NOTAM	VMC-IMC	200308	24 Dec 81
LCD27A		D	CAPE PYLA	LCCC		WGE	WGE				L	001500AMSL	SURFACE	CONT	VMC-IMC	200308	31 Dec 98
LCD27B		D	CAPE PYLA	LCCC	MIL	WGE	WGE				L	006000AMSL	SURFACE	BY NOTAM	VMC-IMC	200308	31 Dec 98
LCD27C		D	CAPE PYLA	LCCC		WGE	WGE				L	010000AMSL	SURFACE	BY NOTAM	VMC-IMC	200308	31 Dec 98
LCD28		D	DHEKELIA	LCCC		WGE	WGE				L	002000AGL	GND	DAYS-OT BY NOTAM	VMC-IMC	200308	19 Dec 85
LCD3		D	AKROTIRI HIGH	LCCC		WGE	WGE				L	FL200	SURFACE	DAYS	VMC-IMC	200405	02 Dec 99
LCD31		D	KALOCHORIO	LCCC		WGE	WGE				L	006000AGL	GND	BY NOTAM	VMC-IMC	200308	12 May 83
LCD32		D	SHA	LCCC		WGE	WGE				L	006000AGL	GND	BY NOTAM	VMC-IMC	200308	12 May 83
LCD33		D	ZYYI	LCCC		WGE	WGE				L	FL200	SURFACE	BY NOTAM	VMC-IMC	200308	12 May 83
LCD34		D	KALAVASOS	LCCC		WGE	WGE				L	006000AGL	GND	BY NOTAM	VMC-IMC	200308	12 May 83
LCD35		D	PHASOULA	LCCC		WGE	WGE				L	004000AGL	GND	BY NOTAM	VMC-IMC	200308	12 May 83
LCD36		D	PELATHOUSA	LCCC		WGE	WGE				L	003000AGL	GND	BY NOTAM	VMC-IMC	200308	12 May 83
LCD37		D	VYZAKIA	LCCC		WGE	WGE				L	003000AGL	GND	BY NOTAM	VMC-IMC	200308	12 May 83
LCD38		D	CHRYSOCHOU BAY	LCCC		WGE	WGE				L	008000AMSL	SURFACE	CONT	VMC-IMC	200308	08 Feb 90
LCR25		R	AYIOS NICOLAOS	LCCC		WGE	WGE				L	002000AGL	GND	DAYS	VMC	200308	17 Feb 83
LDD20		D	DUGI OTOK (ZAPAD)	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		B	027900AMSL	GND	BY NOTAM		200010	09 Oct 97
LDD21		D	RIJEKA(OMISALJ)	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	003300AMSL	GND	CONT		200010	09 Oct 97
LDD30		D	SANDROVAC	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	FL190	GND	BY NOTAM		200309	10 Jul 03
LDD31		D	GARESNICA	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	FL190	GND	BY NOTAM		200309	10 Jul 03
LDD32		D	LEKENIK	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		B	FL370	GND	BY NOTAM		200309	10 Jul 03
LDR17		R	ZIRJE	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		B	036100AMSL	GND	BY NOTAM		200010	09 Oct 97
LDR18		R	SLUNJ	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		B	065700AMSL	GND	BY NOTAM		200104	09 Oct 97
LDR19		R	GASINCI	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		B	032800AMSL	GND	BY NOTAM		200010	09 Oct 97
LDR22		R	DUGI OTOK	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	016400AMSL	GND	BY NOTAM		200010	09 Oct 97
LDR23		R	BENKOVAC	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	009900AMSL	GND	BY NOTAM		200010	09 Oct 97
LDR24		R	CRVENA ZEMLJA	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	016400AMSL	GND	BY NOTAM		200201	09 Oct 97
LDR25		R	BRIJUNI	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	001400AMSL	GND	BY NOTAM		200201	09 Oct 97
LDR26		R	KAMENJAK	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	016400AMSL	GND	BY NOTAM		200010	09 Oct 97
LDR33		R	SLAVONIJA 1	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	FL180	GND	BY NOTAM		200309	10 Jul 03
LDR34		R	SLAVONIJA 2	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	FL180	GND	BY NOTAM		200309	10 Jul 03
LDR35		R	SLAVONIJA 3	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	FL180	GND	BY NOTAM		200309	10 Jul 03
LDR36		R	SLAVONIJA 4	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	FL180	GND	BY NOTAM		200309	10 Jul 03
LDR37		R	LIKA ZAPAD	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	FL220	GND	BY NOTAM		200309	10 Jul 03
LDR38		R	LIKA ISTOK	LDZO	ACC ZAGREB	WGE	WGE	ZAGREB CONTROL	125.0   M		L	FL220	GND	BY NOTAM		200309	10 Jul 03
LED1		D	CERRO MURIANO	LECM	SEVILLA ACC	WGE	WGE	SEVILLA ACC	133.35  M	284.8   M	L	FL180	GND	MON-FRI, DAYS, EXC HOL, OT BY NOTAM	VMC-IMC	200202	07 May 87
LED10		D	CASTRILLO DEL VAL	LECM		WGE	WGE				L	FL80	GND	BY NOTAM	VMC-IMC	200210	27 Apr 95
LED100		D	ROTA HEL	LECM		WGE	WGE				L	003000AMSL	GND	CONT	VMC-IMC	200110	02 Jun 88
LED104		D	TERUEL	LECM		WGE	WGE				B	FL460	FL100	INTMT	VMC-IMC	200110	15 Jun 00
LED107		D	ABLITAS	LECM	ZARAGOZA APP	WGE	WGE	ZARAGOZA APP	119.3   M	336.4   M	L	FL70	GND	MON-FRI 0800-2000Z++, OT BY NOTAM.	VMC-IMC	200202	07 Dec 95
LED108		D	CASTELLON	LECB	CASTELLON TWR	WGE	WGE	CASTELLON TWR	123.25  M		L	009900AGL	GND	SAT AND HOL DAYS	VMC-IMC	200202	02 Jul 87
LED109		D	GRANADA AD	LECS		WGE	WGE				L	007500AMSL	GND	INTMT	VMC	200202	21 May 98
LED117		D	ARENOSILLO NORTE INFERIOR ESTE	LECM		WGE	WGE				L	FL245	GND	BY NOTAM	VMC-IMC	200110	17 Aug 95
LED118		D	ARENOSILLO NORTE INFERIOR OESTE	LECM		WGE	WGE				L	FL245	GND	BY NOTAM	VMC-IMC	200110	17 Aug 95
LED119		D	ARENOSILLO NORTE SUPERIOR	LECM		WGE	WGE				H	FL600	FL245	BY NOTAM	VMC-IMC	200110	26 May 94
LED122		D	ARENOSILLO SUR	LECM		WGE	WGE				B	UNLTD	SURFACE	BY NOTAM	VMC-IMC	200008	12 Nov 92
LED123		D	EL ANDEVALO INFERIOR	LECM		WGE	WGE				L	FL245	02000AGL	INTMT	VMC-IMC	200110	15 Jun 00
LED124		D	EL ANDEVALO SUPERIOR	LECM		WGE	WGE				H	FL460	FL245	INTMT	VMC-IMC	200110	15 Jun 00
LED125		D	SIERRA DE GUADALUPE INFERIOR	LECM	TALAVERA AB	WGE	WGE	BADAJOZ APP	139.3   M	374.1   M	L	FL245	05000AMSL	MON-FRI, EXC HOL DAYS	VMC-IMC	200202	15 Jun 00
LED126		D	SIERRA DE GUADALUPE SUPERIOR	LECM	TALAVERA AB	WGE	WGE	BADAJOZ APP	139.3   M	374.1   M	H	FL450	FL245	MON-FRI, EXC HOL DAYS	VMC-IMC	200202	15 Jun 00
LED128		D	ARENOSILLO ESTE	LECM		WGE	WGE				B	UNLTD	06000AMSL	BY NOTAM	VMC-IMC	200008	21 May 98
LED129		D	ARENOSILLO CENTRO	LECM		WGE	WGE				B	UNLTD	SURFACE	BY NOTAM	VMC-IMC	200008	07 Nov 96
LED130		D	CALATRAVA	LECM		WGE	WGE				L	001000AGL	GND	CONT MON-FRI	VMC-IMC	200601	10 Sep 98
LED131		D	P ALARCON INFERIOR	LECM		WGE	WGE				L	FL145	GND	INTMT	VMC-IMC	200110	15 Jun 00
LED132		D	P ALARCON SUPERIOR	LECM		WGE	WGE				B	FL460	FL145	INTMT	VMC-IMC	200110	15 Jun 00
LED133		D	ROBLEDO DE CHAVELA	LECM		WGE	WGE				L	008300AMSL	GND	BY NOTAM	VMC-IMC	200210	05 Sep 02
LED134		D	AMPURIABRAVA	LE	GIRONA APP OR GIRONA TWR	WGE	WGE	GIRONA APP	120.9   M	118.5   M	L	FL125	GND	BY NOTAM	VMC-IMC	200601	27 Oct 05
LED14		D	RENEDO DE ESGUEVAS	LEVD	VALLADOLID TWR	WGE	WGE	VALLADOLID TWR	139.3   M	257.8   M	L	FL125	GND	BY NOTAM	VMC-IMC	200202	18 Dec 86
LED17A		D	COLMENAR VIEJO	LECV	COLMENAR TWR	WGE	WGE	COLMENAR TWR	123.22  M	340.6   M	L	003500AMSL	GND	MON-FRI, EXC HOL 0700-2200Z++	VMC-IMC	200304	18 Dec 86
LED17B		D	COLMENAR VIEJO	LECV	COLMENAR TWR	WGE	WGE	COLMENAR TWR	123.22  M	340.6   M	L	005200AMSL	GND	MON-FRI, EXC HOL 0700-2200Z++	VMC-IMC	200304	18 Dec 86
LED17C		D	COLMENAR VIEJO	LECV	COLMENAR TWR	WGE	WGE	COLMENAR TWR	123.22  M	340.6   M	L	007500AMSL	GND	MON-FRI, EXC HOL 0700-2200Z++	VMC-IMC	200304	18 Dec 86
LED19		D	MAR ALBORAN	LECS		WGE	WGE				B	FL300	FL150	INTMT	VMC-IMC	200009	18 Dec 86
LED2		D	EL TELENO	LECM		WGE	WGE				L	FL200	GND	INTMT	VMC-IMC	200110	18 Dec 86
LED21A		D	I COLUMBRETES SUPERIOR	LECB		WGE	WGE				H	FL460	FL245	INTMT	VMC-IMC	200110	18 Dec 86
LED21B		D	I COLUMBRETES INFERIOR	LECB		WGE	WGE				L	FL245	01000AMSL	INTMT	VMC-IMC	200110	18 Dec 86
LED22		D	MAZARRON	LELC	MURCIA/SAN JAVIER TWR	WGE	WGE	SAN JAVIER TWR	130.3   M	257.8   M	L	FL200	SURFACE	BY NOTAM	VMC-IMC	200202	18 Dec 86
