ARPT_IDENT	RMK_SEQ	REMARK	CYCLE_DATE
US10733	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: Rwy 05, 1700-2*  Rwy 11, 1600-2**  Rwy 23, 1200-2***  Rwy 29, NA  *Or standard with minimum climb of 300/NM to 3400.  **Or standard with minimum climb of 520/N	200403
US10733	2	M to 3400.  ***Or standard with minimum climb of 660/NM to 3400.  Rwy 05, 11, climb rwy hdg to 3400 before proceeding on course.  Rwy 23, climbing left turn to intercept 177  course from CBE NDB to 3400 before proceeding on course.    ALTER	200403
US10733	3	NATE MINIMUMS NA:  NDB-A  RNAV (GPS) RWY 05	200403
US10802	1	NOTE:  Outages of the WAAS vertical guidance may occur daily at this location. IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:  Rwy 19L;  2000-2 or standard with minimum climb of 520 ft/nm to 2300.    Rwy 19R;  2000-2 or stand	200601
US10802	2	ard with minimum climb of 500 ft/nm to 2300.  Rwy 28L, 28R;  800-2 or standard with minimum climb of 270 ft/nm to 1000.  Rwys 1L, 1R, 28L, 28R;  climb runway heading to 2000.    Rwys 10L, 10R, 19L, 19R;  climbing left turn via heading 050	200601
US10802	3	and SFO R-090.    ALL AIRCRAFT continue climb on course.    IFR ALTERNATE MINIMUMS:  ILS Rwy 19L (1)  ILS Rwy 28L (1)  ILS or LOC Rwy 28R (1)  VOR or GPS-B, 1200-3  VOR Rwy 19L (2)  RNAV (GPS) Z Rwy 28R (3)    (1) ILS, Cat A, 800-2; Cat B,	200601
US10802	4	1000-2; Cat C, 1100-3; Cat D, 1200-3. LOC, Category B, 1000-2; Category C, 1100-3; Category D, 1200-3.  (2) Category B, 1000-2; Category C, 1100-3; Category D, 1300-3.  (3) Categories A, B 1100-2 3/4, Categories C, D 1100-3.    ALTERNATE MI	200601
US10802	5	NIMUMS NOT AUTHORIZED:  ILS PRM Rwy 28L  RNAV (GPS) Rwy 10L  RNAV (GPS) Rwy 28L RNAV (GPS) Y Rwy 10R  RNAV (GPS) Z Rwy 10R  RNAV (GPS) Z Rwy 19L  RNAV (GPS) Y Rwy 19L  RNAV (GPS) Z Rwy 19R  RNAV (GPS) Y Rwy 19R	200601
US10812	1	ALTERNATE MINIMUMS NA:  GPS Rwy 31	200209
US10824	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS:  ILS Rwy 34  NDB or GPS Rwy 34  VOR or TACAN or GPS Rwy 16 (1)    NA when control tower closed.  (1) Category E, 900-3.	200601
US10829	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS:  ILS Rwy 25;    LOC, NA.	200601
US10906	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    Rwy 3, 17, 21, 35, 800-1*  *Or standard with minimum climb of 210/NM to 7000.  Climb northbound on IGM R-010 until reaching 6000; reverse course to the left and continue climb to	200601
US10906	2	9000 direct to IGM. If unable to cross IGM at 9000 continue climb in holding pattern SW of IGM LT, 027  inbound.    IFR ALTERNATE MINIMUMS  VOR/DME Rwy 21  Cat D, 800-2 1/4.	200601
US11034	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    DEPARTURE PROCEDURE:Rwy 36;  60 ft AGL trees 254 ft from departure end of runway, 526 ft right ofcenterline.    ALTERNATE MINIMUMS  ILS Rwy 36 (1)   NDB or GPS Rwy 18    NA whe	200601
US11034	2	n control tower closed  (1) ILS,  700-2.	200601
US11148	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKE-OFF OBSTACLES: Rwy 06: 100 ft AGL tree 1403 ft from departure end of rwy, 729 ft left of centerline.  Rwy 24: 100 ft AGL tree 2521 ft from departure end of rwy, 663 ft left o	200509
US11148	2	f centerline.    IFR ALTERNATE MINIMUMS:  RNAV (GPS) RW06, RNAV (GPS) RW11, RNAV(GPS) RW24, RNAV (GPS) RW29; NA	200509
US11169	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES  Rwy 9, 18R, 18C, 18L, 36R, 36C, 36L Standard.    TAKE-OFF OBSTACLES  Rwy 09, Tree 2972' from DER, 1145' left of centerline, 80'  AGL/390' MSL.  Pole 1526' from DER, 799' left of cent	200602
US11169	2	erline, 52' AGL/342' MSL. Tree 2802' from DER, 954' left of centerline, 63'  AGL/373' MSL.  Rwy 18R, trees 1552'  from DER, 789' right of centerline, up to 96' AGL/420' MSL. Multiple trees 2690' from DER, 1011' left of centerline, 102' AGL/	200602
US11169	3	452' MSL.  VORTAC 3255' from DER, 1046' left of centerline, 47' AGL/407' MSL. Pole 3305' from DER, 1019 left of centerline, 52' AGL/412' MSL.  Rwy 18C, Trees beginning 1704' from DER, 507' to 823' right of centerline, 72' to 110' AGL/410' t	200602
US11169	4	o 435' MSL.  Tree 2787' from DER, 507' right of centerline, 108' AGL/435' MSL. Tree 2786' from DER, 287' left of centerline, 94' AGL/413' MSL.  Rwy 18L, Multiple trees 1265' from DER, 601' left of centerline 105' AGL/ 419' MSL.  Multiple tr	200602
US11169	5	ees 2690' from DER, 224' right of centerline, 104' AGL/413' MSL.   Rwy 27, tree 805' from DER, 682' right of centerline, 90' AGL/324' MSL.  Antenna 5502' from DER, 1498' left of centerline, 143' AGL/407' MSL.  Tree 4236' from DER, 1382' lef	200602
US11169	6	t of centerline, 133' AGL/361' MSL.  Rwy 36C, pole 1994' from DER, 928' right ofcenterline, 65' AGL/ 336' MSL.    IFR ALTERNATE MINIMUMS:  ILS RWY 09  ILS RWY 18C  ILS RWY 18L  ILS RWY 18R  ILS RWY 27  ILS RWY 36C  ILS RWY 36L  ILS RWY 36R	200602
US11169	7	CAT E, 800-2 3/4    ALTERNATE MINIMUMS NA:  RNAV (GPS) RWY 09  RNAV (GPS) RWY 18C  RNAV (GPS) RWY 18L  RNAV (GPS) RWY 18R  RNAV (GPS) RWY 27  RNAV (GPS) RWY36C  RNAV (GPS) RWY 36L  RNAV (GPS) Z RWY 36R	200602
US11219	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  RWY 14 climb rwy hdg to 800 prior to turning east.    ALTERNATE MINIMUMS NA:  VORRWY 32  VOR/DME RWY 14  GPS RWY 14  GPS RWY 32	200403
US11232	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 36, left turn climb to 3000 on 330  before proceeding on course.   Rwy 18, right turn climb to 3000 on 270  before proceeding on course.    ALTERNATE MINIMUM	200403
US11232	2	S NA:  VOR RWY 36	200403
US11308	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS:    ILS Rwy 24    NA when control tower closed.    ILS, Category D, 700-2. IFR ALTERNATE MINIMUMS NA:  NDB or GPS Rwy 24, LOC BC Rwy 06	200601
US11343	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 36;  1000-3, or standard with a minimum climb of 220 ft/NM to 1000 ft.  Rwys 15, 18, 33, 36 climb runway heading to 1000 ft before proceeding on course.	200403
US11352	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 10; Standard  Rwy 28; 300-1 or Standard with minimum climb of 468 feet per NMto 1300.  Rwy 01/19; NA-(TURF)     DEPARTURE PROCEDURE:  Rwy 10 - Climb via hea	200513
US11352	2	ding 101  to 2600 before proceeding on course.  Rwy 28 - Climb via heading 281 to 2600 before proceeding on course.    TAKEOFF OBSTACLE NOTES:  Rwy 28; Multiple trees beginning 2067 feet from DER, 583 feet left of centerline, up to 60 feet	200513
US11352	3	AGL/1032 MSL.	200513
US11361	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 09, 500-1*  Rwy 17, 400-1**  Rwy 27, 400-1+  Rwy 35, 300-1 ++  *Or standard with minimum climb of 360/NM to 1300.  **Or standard with minimum climb of 450/NM	200403
US11361	2	to 1200.  +Or standard with minimum climb of 290/NM to 1200.  ++Or standard with minimum climb of 340/NM to 1100.	200403
US11421	1	IFR TAKE-OFF MINIMUMS  Climb to 5700 in holding pattern, RT 140  inbound DUG VORTAC, then assigned route.  Cat CD turbo jets climb not to exceed 250 KIAS to 8000.    IFR ALTERNATE MINIMUMS  VOR/DME or GPS Rwy 17  VOR Rwy 17  NA when control	200601
US11421	2	zone not in effect.	200601
US11435	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    DEPARTURE PROCEDURE:  Rwys 18, 24, 27 turn right.  Rwys 06, 09, 36, turn left.  Intercept the BIG VORTAC R-281 to 3500.  V444 westbound continue on course.  Others turn right and	200409
US11435	2	return to BIG VORTAC or DJN NDB and proceed via airway radials/bearings on course.  NOTE:   Rwys 09, 60' AGL trees 94' from departure end of runway, 508' rightof centerline.  Rwy 18, 60' AGL trees 224' from departure end of runway, 540' l	200409
US11435	3	eft of centerline.  Rwy 24, 60' AGL trees 257' from departure end of runway, 458' left of centerline.  Rwy 27, 60' AGL trees 366' from departure end of runway, 265' right of centerline.  Rwy 36, 60' AGL trees 155' from departure end of runw	200409
US11435	4	ay, 536' right of centerline.	200409
US11436	1	IFR ALTERNATE MINIMUMS:   ILS RWY 17L (1)(2)  NDB RWY 35R (3)  (1) NA when control tower closed.   (2) Category E, 800-2 1/2.  (3) NA when Waco Regional controltower closed.     ALTERNATE MINIMUMS NA:  GPS RWY 17L  GPS RWY 35R	200603
US11528	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    Rwy 2, Cat A, B, 1100-2*  Rwy 2, Cat C, D, 1900-2**  Rwy 8***  Rwy 20, 26+  *Or standard with minimum climb of 330/NM to 2200.  **Or standard with minimum climb of 460/NM to 2400	200402
US11528	2	.  ***Standard with minimum climb of 290/NM to 2200.  +Standard with minimum climb of 330/NM to 2200.  Rwy 2, 8, climbing right turn. Rwy 20 climb rwy heading. Rwy 26 climbing left turn. All aircraft intercept 212 bearing from PAJAR NDB and	200402
US11528	3	climb to cross MOVER INT at or above 2200. Climb in MOVER INT hilding pattern (hold NE, RT, 212 inbound) untill reaching MEA or assigned altitude.    TAKEOFF OBSACLES:  Rwy 2: 40 AGL pole 17 from DER 340 left of centerline.  Rwy 8: 189 AGL	200402
US11528	4	tower 4696 from DER 1200 right of centerline.  Rwy 20: 106 AGL tree 954 from DER 550 left of centerline.  Rwy 26: 174 AGL tree 174625 from DER 580 left of centerline.	200402
US11552	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 1, 11, 19, 29, 300-1	200402
US11568	1	TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES     DEPARTURE PROCEDURE: Use NOME Departure    NOME TAKEOFF MINIMUMS:  Rwy 02; standard with minimum climb of 260 ft/nm to 1200. Rwy 20, standard.    TAKEOFF OBSTACLES:  Rwy 02; Multipl	200513
US11568	2	e trees beginning 100' from DER, 454' left of centerline, up to 30 ft AGL/55 ft MSL. Multiple trees beginning 1.8 NM from DER, 3200' right of centerline, up to 30 ft AGL/379 ft MSL.	200513
US11647	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKE-OFF OBSTACLES:  Rwy 25: 489' (80' AGL) trees, 7562' from departure end of rwy, 2406' left of centerline.  429' (80' AGL) trees 5162' from departure end of rwy.  1506' left o	200403
US11647	2	f centerline.  Rwy 25 (Assault strip): 434' (65' AGL) trees 2869' from departureend of rwy.  1059' right of centerline.  434' (65' AGL) trees 5081' from departure end of rwy, 1053' right of centerline. 444' (65' AGL) trees 4314' from depar	200403
US11647	3	ture end of rwy, 1219' right of centerline.  411' (42' AGL) TACAN 3581' from departure end of rwy, 1085' right of centerline.	200403
US11679	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 17, climb rwy hdg to 1500 before turning.   Rwy 35, climb rwy hdg to 1900 before turning.	200403
US11750	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS; Rwy 16; Standard with minimum climb of 642 feet per NM to 5000, or 4600-3 for climb in visual conditions.  Rwy 34; Standard with minimum climb of 760 feet per	200511
US11750	2	NM to 4000, or 4600-3 for climb in visual conditions.    DEPARTURE PROCEDURE;  Rwy 16; Climb direct RBG VOR/DME then via RBG R-157 to 5000 then direct RBG VOR/DME to cross RBG VOR/DME at or above MEA for route of flight, or climb in visual	200511
US11750	3	conditions to cross Roseburg airport southbound at or above 5000.  Rwy 34; Climbvia heading 342  to 4000 then climbing left turn direct RBG VOR/DME to cross RBG VOR/DME at or above MEA for route of flight, or climb in visual conditions to	200511
US11750	4	cross Roseburg airport southbound at or above 5000.    TAKEOFF OBSTACLE NOTES; Rwy 16; tower 1.56 NM from DER, 2231 feet right of centerline, 50 feet AGL/1201 feet MSL, tree 1.47 NM from DER, 1560 feet right of centerline, 21 feet AGL/980	200511
US11750	5	feet MSL, tree 1.46 NM from DER, 1298 feet right of rwy centerline, 45 feet AGL/964 feet MSL, pole 1.36 NM from DER, 921 feet right of centerline, 75 feet AGL/914 feet MSL, ROD on airway beacon 1.29 NM from DER, 409 feet right of centerline	200511
US11750	6	, 52 feet AGL/891 feet MSL, tree 655 feet from DER, 347 feet right of rwy centerline, 93 feet AGL/593 feet MSL, OL on pole 691 feet from DER, 187 feet right of rwy centerline, 117 feet AGL/557 feet MSL.  Rwy 34; Tree 1.10 NM from DER 2003 f	200511
US11750	7	eet left of rwy centerline, 60 feet AGL/1179 feet MSL, tree 5310 feet from DER, 1744 feet left of centerline, 64 feet AGL/1023 feet MSL, OL on pole 4850 feet from DER, 56 feet left of centerline, 15 feet AGL/894 feet MSL, tree 4785 feet fro	200511
US11750	8	m DER, 48 feet left of rwy centerline, 23 feet AGL/862 feet MSL, tree 1.41 NM from DER, 1826 feet left of centerline, 17 feet AGL/896 feet MSL, tree 4079 from DER, 508 feet left of rwy centerline, 21 feet AGL/780 feet MSL, tree 5067 feet fr	200511
US11750	9	om DER, 265 feet right of centerline, 43 feet AGL/802 feet MSL, tree 4260 feet from DER, 345 feet right of centerline, 42 feet AGL/761 feet MSL, tree 1465 feet from DER 329 feet right of rwy centerline, 100 feet AGL/642 feet MSL, Tree 913 f	200511
US11750	10	eet from DER, 217 feet right of rwy centerline, 100 feet AGL/622 feet MSL, tree 647 feet from DER, 345 feet right of rwy centerline, 100 feet AGL/615 feet MSL, hill 1065 feet MSL 299 feet right of rwy centerline 608 feet MSL.	200511
US11964	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    DEPARTURE PROCEDURE:   Rwy 18, 36; Climb runway heading to 1000 before turning east.    TAKEOFF OBSTACLE NOTES:  Rwy 36; Tree 86 AGL, 2117 feet from departure end of runway, 911 f	200503
US11964	2	eet left of centerline.	200503
US12009	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF OBSTACLES: Rwy 06, tree 1238' from DER, 828' left of centerline, 60 AGL/879 MSL. Tree 1933'from DER, 937' left of centerline, 37 AGL/896 MSL. Tree 1986' from DER, 767' le	200406
US12009	2	ft of centerline, 55 AGL/894 MSL. Tree 1631' from DER  675' left of centerline, 63 AGL/872 MSL. Tree 2151' from DER, 142' left of centerline, 59 AGL/878 MSL. Tree 2133' from DER, 489' right of centerline, 49 AGL/876 MSL.   Rwy 24, tree 1745	200406
US12009	3	' from DER, 908' right of centerline, 80 AGL/909 MSL. Tree 1967' from DER, 847' right of centerline, 81 AGL/900 MSL. Tree 887' from DER, 736' from centerline, 70 AGL/ 869 MSL.	200406
US12032	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:  Rwy 05, 23: Expect radar vectors from Fayetteville Approach.   Rwy 23 standard with minimum climb of 220'/NM to 1000'.    TAKE-OFF OBSTACLES:  Rwy 05: 265' MSL (61' AGL), 2469' from	200603
US12032	2	departure end of rwy, 1048' right of centerline. 251' MSL (70' AGL) trees, 2004' from departure end of runway, 1012' left of centerline.  274' MSL (71' AGL) trees, 2213' from departure end of runway, 1004' right of centerline.  Rwy 23:  33	200603
US12032	3	9' MSL (80' AGL) trees, 3001' from departure end of rwy, 340' right of centerline.	200603
US12104	1	ALTERNATE MINIMUMS NA:  NDB-A	200213
US12226	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS: Rwy 02, 1200-2  Rwy 14, 2200-2*  Rwy 20, 1000-2**  Rwy 32, 1600-2  * Or standardwith minimum climb of 450/NM to 2500.  ** Or standard with minimum climb of 320	200601
US12226	2	/NM to 1700.  RWY 02: Climb rwy heading to 2100, then climbing left turn to assigned altitude direct EEN VORTAC before proceeding on course. RWY 14: Climb rwy heading to 2500, then climbing right turn to assigned altitude direct EEN VORTAC	200601
US12226	3	before proceeding on course. RWY 20: Climb direct EEN VORTAC until passing 3000,if not at 3000 or above at EEN VORTAC climb in EEN holding pattern (Hold NE, RT, 215 inbound) before proceeding on course. RWY 32: Climbing right turn heading	200601
US12226	4	350 to 2100, then climbing left turn to assigned altitude direct EEN VORTAC before proceeding on course.    TAKE-OFF OBSTACLES: RWY 32: 89 ft AGL trees 800 ft from departure end of rwy and 600 ft right of centerline. RWY 02: 81 ft AGL trees	200601
US12226	5	400 ft from departure end of rwy and 500 ft right of centerline.    IFR ALTERNATE MINIMUMS  VOR RWY 02 (1)    (1) Categories A, B, 1200-2; Categories C, D, 1200-3.	200601
US12234	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwys 08, 26 climb rwy hdg to 1400 before proceeding on course.    ALTERNATE MINIMUMS NA:  NDB RWY 08  RNAV (GPS) RWY 08	200403
US12303	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwys 04, 13, 22, 31, 300-1    IFR ALTERNATE MINIMUMS:  RNAV (GPS) Rwy 22  RNAV (GPS) Rwy 04;    NA When local weather not available.    IFR ALTERNATE MINIMUMS NA	200601
US12303	2	;  VOR Rwy 22, VOR Rwy 04	200601
US12344	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 03; 600-2, or standard with minimum climb of 250/NM to 4400.    IFR ALTERNATEMINIMUMS:  VOR Rwy 17  Cat D, 800-2 1/4.	200603
US12359	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 02, 20: Standard.  Rwys 06, 24; NA.   Rwy 02: turn right.    Rwy 20: turn left.  Climb direct Alamosa VORTAC, continue climb in ALS VORTAC holding pattern (H	200403
US12359	2	old SE, RT, 301  inbound) to depart ALS VORTAC at airway MEA/MCA, all others climb to 16,000.    ALTERNATE MINIMUMS NA for ILS Rwy 02	200403
US12426	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    RWY 13 TAKE-OFF OBSTACLES:  Rwy 13C:  1093' MSL BAK 15, 157' from DER. 1103' MSL taxiing aircraft 647' from DER, 175' left of centerline; 1103' MSL taxiing aircraft 617' from DER	200413
US12426	2	, 175' right of centerline; 1104' MSL taxiing aircraft 140' from DER, 178' rightof centerline.  Rwy 13L:  1089' MSL BAK 15, 112' from DER.   Rwy 31R:  1090' MSL taxiing aircraft 4056' from DER, 323' left of centerline; 1091' MSL taxiing ai	200413
US12426	3	rcraft 170' from DER, 175' right of centerline; 1091' MSL taxing aircraft 359' from DER, 175' left of centerline; 1089' MSL taxiing aircraft 161' from DER, 175'left of centerline; 1113' MSL departing aircraft 320' from DER, 175' left of ce	200413
US12426	4	nterline.  RWY 31 TAKE-OFF OBSTACLES:  Rwy 31C:  1107' MSL BAK-15 Barrier, 157' from DER; 1097' MSL vehicular traffic 16' from DER, 465' right of centerline.  Rwy 31L:  1094' MSL S. Transmissometer, 297' from DER, 300' left of centerline.	200413
US12426	5	1107' MSL Rwy 31C BAK-15 Barrier, 500' from DER, 497' right of centerline; 1117'MSL taxiing aircraft 284' from DER, 324' right of centerline; 1114' MSL taxiingaircraft 141' from DER, 340' right of centerline; 1115' MSL taxiing aircraft 22	200413
US12426	6	2' from DER, 418' left of centerline.  Rwy 31R: 1085' MSL Terrain, 155' from DER, 393' right of centerline; 1081' MSL Terrain 13' from DER 475' right of centerline; 1104' MSL BAK-15 Barrier, 152' from DER; 1101' MSL Wind Sock, 18' from DER,	200413
US12426	7	495' left of centerline; 1113' MSL taxiing aircraft 28' from DER, 175' left of centerline; 1084' MSL, Terrain, 200' from DER, 400' right of centerline; 1097' MSL vehicular traffic 609' from DER, 535' right of centerline.  CAUTION:  All rwy	200413
US12426	8	s, unmarked balloon on cable to 15,000 MSL in R-6316, 64 NM SSE of KDLF.  Aircraft should establish positive course guidance to ensure avoidance of obstacle.	200413
US12464	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS: Rwy 6R, 200-1 1/4 or standard with a minimum climb of 281 ft/NM to 400.    DEPARTURE PROCEDURES:  RWYS 06L/R and 07L/R - Climb to 2000 heading 070 , then climbi	200602
US12464	2	ng right turn, thence...  RWY 24L/R - Climb to 3000 via heading 250 , then climbing left turn, thence...  RWY 25L/R - Turbojet climb to 3000 via heading 250 , then climbing left turn, thence... Non-turbojet climb via heading 250 , at the SM	200602
US12464	3	O R-154 turn left heading 200 , thence... ...climb direct SLI VORTAC, then climbon course.    HOLTZ DEPARTURE TAKEOFF MINIMUMS:  Rwys 24L, 24R, 25L, 26R - Standard with a minimum climb of 500 ft/NM to 620.  Rwys 6L, 6R, 7L, 7R - NA by ATC.	200602
US12464	4	OSHNN TWO DEPARTURE / POPPR TWO DEPARTURE - TAKEOFF MINIMUMS  Rwys 24L/R, Rwys 25L/R: Standard.  Rwys 06L/R, Rwys 07L/R: NA - ATC.    VENTURA FIVE DEPARTURE- TAKEOFF MINIMUMS  Rwy 06L, 07L/R, 24L/R, 25L/R - Standard.   Rwy 06R - 200 1	200602
US12464	5	1/4 or Standard with a minimum climb of 281 ft/nm to 400 ft.    SEBBY FOUR DEPARTURE - TAKEOFF MINIMUMS  Rwys 24L/R, 25L/R, Standard.  Rwys 06L/R, 07L/R, NA - Air Traffic.    TAKEOFF OBSTACLE NOTES:  NOTE: RWY 06L, Multiple signs and bldg b	200602
US12464	6	eginning 1693 feet from DER, 340 feet left of centerline, up to 91 feet AGL/201 MSL.  NOTE: Rwy 06R, OL on sign 1867 feet from DER, 941 feet left of centerline,52 feet AGL/161 MSL. Multiple towers and windsock beginning 4930 feet from DER,	200602
US12464	7	1734 feet right of centerline, up to 207 feet AGL/306 MSL.  NOTE: RWY 07L, Multiple blast fences, signs, and antennas beginning 168 feet from DER, on centerline to 1858 feet from DER, 576 feet left of centerline, up to 58 feet AGL/147 MSL.	200602
US12464	8	Railroad 275 feet from DER, up to 23 feet AGL/117 MSL.  NOTE: RWY 24L, Bush 957feet from DER, 601 feet left of centerline, 29 feet AGL/148 feet MSL. Ant on pole 1357 feet from DER, 287 feet right of centerline, 25 feet AGL/144 feet MSL.	200602
